sigma_A_over_sigma_omega,K_over_sigma_omega,mean_abs_drift_over_sigma_omega,positive_fraction,negative_fraction
0.9090909091,2.666666667,0.04381746059,0.072,0.0688
0.9696969697,2.666666667,0.0421575704,0.0334,0.0504
1.03030303,2.666666667,0.04055820189,0.0172,0.0486
1.090909091,2.666666667,0.03745032246,0.0158,0.0458
1.151515152,2.666666667,0.0387566312,0.0188,0.0468
1.212121212,2.666666667,0.03723701788,0.0182,0.0456
1.272727273,2.666666667,0.0385661659,0.0204,0.0446
1.333333333,2.666666667,0.0386811014,0.0186,0.025
1.393939394,2.666666667,0.03527980066,0.0172,0.0346
1.454545455,2.666666667,0.04162288177,0.0186,0.0202
1.515151515,2.666666667,0.03874157985,0.017,0.0182
1.575757576,2.666666667,0.04032265251,0.0182,0.0196
1.636363636,2.666666667,0.03903415629,0.0164,0.018
1.696969697,2.666666667,0.04288176266,0.0202,0.0186
1.757575758,2.666666667,0.04388426698,0.019,0.0204
1.818181818,2.666666667,0.04260810766,0.0188,0.0184
1.878787879,2.666666667,0.04914843751,0.0232,0.0206
1.939393939,2.666666667,0.0494395908,0.023,0.021
2,2.666666667,0.05178560228,0.0242,0.0264
2.060606061,2.666666667,0.05559792242,0.0306,0.034
2.121212121,2.666666667,0.05557943714,0.0306,0.0344
2.181818182,2.666666667,0.05816530211,0.0484,0.0374
2.242424242,2.666666667,0.06556544797,0.042,0.0432
2.303030303,2.666666667,0.06773734398,0.0372,0.0452
2.363636364,2.666666667,0.06493757199,0.0408,0.0372
2.424242424,2.666666667,0.06604557704,0.042,0.0356
2.484848485,2.666666667,0.06892778341,0.0394,0.04
2.545454545,2.666666667,0.07342603617,0.045,0.0472
2.606060606,2.666666667,0.07200798309,0.045,0.0414
2.666666667,2.666666667,0.07541632057,0.0572,0.0492
2.727272727,2.666666667,0.07958185116,0.0656,0.0582
2.787878788,2.666666667,0.08141980475,0.0564,0.0496
2.848484848,2.666666667,0.08070519087,0.049,0.0424
2.909090909,2.666666667,0.08519823536,0.0478,0.0424
2.96969697,2.666666667,0.08732193557,0.0662,0.064
3.03030303,2.666666667,0.08794040849,0.0536,0.047
3.090909091,2.666666667,0.08770912204,0.0514,0.049
3.151515152,2.666666667,0.0871856999,0.0578,0.0506
3.212121212,2.666666667,0.0893163761,0.059,0.0504
3.272727273,2.666666667,0.09287118723,0.0622,0.0576
3.333333333,2.666666667,0.09038994862,0.0688,0.0582
3.393939394,2.666666667,0.09175119054,0.0624,0.0562
3.454545455,2.666666667,0.09299012567,0.064,0.0584
3.515151515,2.666666667,0.09373191284,0.061,0.0558
3.575757576,2.666666667,0.09425647916,0.0596,0.0554
3.636363636,2.666666667,0.0968477519,0.0592,0.057
3.696969697,2.666666667,0.09540139714,0.0624,0.0536
3.757575758,2.666666667,0.09747287362,0.0604,0.0526
3.818181818,2.666666667,0.0980109388,0.0624,0.0534
3.878787879,2.666666667,0.09721561346,0.0642,0.0626
3.939393939,2.666666667,0.09918227621,0.073,0.0648
4,2.666666667,0.0983289475,0.0646,0.0598
4.060606061,2.666666667,0.09904382789,0.0668,0.0614
4.121212121,2.666666667,0.09939792915,0.0734,0.0696
4.181818182,2.666666667,0.09944652984,0.0618,0.0588
4.242424242,2.666666667,0.1003055683,0.0688,0.0676
4.303030303,2.666666667,0.09953595481,0.061,0.0548
4.363636364,2.666666667,0.09967906337,0.0678,0.0562
4.424242424,2.666666667,0.09994068398,0.0658,0.0594
4.484848485,2.666666667,0.1006935394,0.0762,0.0738
4.545454545,2.666666667,0.100057461,0.0674,0.0644
4.606060606,2.666666667,0.1000251308,0.0684,0.063
4.666666667,2.666666667,0.1000407418,0.069,0.06
4.727272727,2.666666667,0.09915222379,0.0736,0.0644
4.787878788,2.666666667,0.09853444493,0.0654,0.0594
4.848484848,2.666666667,0.09830366217,0.063,0.0586
4.909090909,2.666666667,0.09794452713,0.062,0.055
4.96969697,2.666666667,0.0978154059,0.0612,0.057
5.03030303,2.666666667,0.09761778978,0.0626,0.0576
5.090909091,2.666666667,0.09716914718,0.0642,0.0586
5.151515152,2.666666667,0.09652424392,0.0582,0.056
5.212121212,2.666666667,0.09617045343,0.0616,0.057
5.272727273,2.666666667,0.09588762669,0.0638,0.0586
5.333333333,2.666666667,0.09546092545,0.0598,0.0558
5.393939394,2.666666667,0.0949446269,0.0622,0.0536
5.454545455,2.666666667,0.09447939879,0.0582,0.0526
5.515151515,2.666666667,0.09400447019,0.0584,0.0522
5.575757576,2.666666667,0.09360194762,0.057,0.047
5.636363636,2.666666667,0.09315537862,0.0596,0.0564
5.696969697,2.666666667,0.09269800798,0.0574,0.0504
5.757575758,2.666666667,0.09192250859,0.0584,0.054
5.818181818,2.666666667,0.09157721994,0.0582,0.0552
5.878787879,2.666666667,0.09103971281,0.0546,0.0498
5.939393939,2.666666667,0.09049174756,0.0526,0.0476
6,2.666666667,0.09008782006,0.055,0.0524
0,2.727272727,0.1019301802,0.4008,0.5992
0.06060606061,2.727272727,0.1014950793,0.3612,0.6188
0.1212121212,2.727272727,0.1009780863,0.3616,0.5992
0.1818181818,2.727272727,0.09988432689,0.3428,0.5782
0.2424242424,2.727272727,0.09776315784,0.3424,0.5782
0.303030303,2.727272727,0.09434471526,0.3238,0.5374
0.3636363636,2.727272727,0.09058856207,0.246,0.4968
0.4242424242,2.727272727,0.08669122532,0.245,0.4574
0.4848484848,2.727272727,0.08018169655,0.2052,0.3992
0.5454545455,2.727272727,0.07550858816,0.186,0.3402
0.6060606061,2.727272727,0.07105578526,0.1694,0.3182
0.6666666667,2.727272727,0.06586825848,0.1698,0.298
0.7272727273,2.727272727,0.05687944168,0.0944,0.2378
0.7878787879,2.727272727,0.05034121049,0.0742,0.1804
0.8484848485,2.727272727,0.04528062281,0.0736,0.145
0.9090909091,2.727272727,0.03719478617,0.052,0.0646
0.9696969697,2.727272727,0.03511019039,0.0334,0.0472
1.03030303,2.727272727,0.03346270189,0.0146,0.0444
1.090909091,2.727272727,0.03219630723,0.0154,0.0436
1.151515152,2.727272727,0.03317314576,0.0142,0.0456
1.212121212,2.727272727,0.03364000621,0.0166,0.0468
1.272727273,2.727272727,0.03434403716,0.0144,0.0308
1.333333333,2.727272727,0.02932421075,0.019,0.0146
1.393939394,2.727272727,0.03049574154,0.0138,0.013
1.454545455,2.727272727,0.0348924148,0.0298,0.0188
1.515151515,2.727272727,0.03153342776,0.0136,0.0138
1.575757576,2.727272727,0.03297989012,0.0142,0.0156
1.636363636,2.727272727,0.03229115585,0.0136,0.0134
1.696969697,2.727272727,0.03543362446,0.017,0.0142
1.757575758,2.727272727,0.03463726278,0.0156,0.0154
1.818181818,2.727272727,0.03542132252,0.016,0.0154
1.878787879,2.727272727,0.04064989137,0.0186,0.0174
1.939393939,2.727272727,0.03971328161,0.0168,0.0168
2,2.727272727,0.04167047294,0.0192,0.0182
2.060606061,2.727272727,0.04263653693,0.0184,0.0178
2.121212121,2.727272727,0.04162159256,0.0186,0.0184
2.181818182,2.727272727,0.04652617719,0.0274,0.0298
2.242424242,2.727272727,0.05294316231,0.0276,0.0292
2.303030303,2.727272727,0.05614916944,0.0316,0.0326
2.363636364,2.727272727,0.05555403219,0.0392,0.0392
2.424242424,2.727272727,0.05894649395,0.0466,0.0374
2.484848485,2.727272727,0.06034862385,0.0434,0.0358
2.545454545,2.727272727,0.06448608056,0.0438,0.0386
2.606060606,2.727272727,0.06222143527,0.0398,0.0364
2.666666667,2.727272727,0.06412213799,0.0364,0.0364
2.727272727,2.727272727,0.06678767656,0.0404,0.0382
2.787878788,2.727272727,0.0686930032,0.0428,0.0418
2.848484848,2.727272727,0.07165895929,0.0596,0.0486
2.909090909,2.727272727,0.07368602987,0.0556,0.0442
2.96969697,2.727272727,0.07538129112,0.0506,0.051
3.03030303,2.727272727,0.07619423732,0.0556,0.0468
3.090909091,2.727272727,0.07921527861,0.0482,0.0492
3.151515152,2.727272727,0.07893966652,0.0568,0.044
3.212121212,2.727272727,0.0807533074,0.0564,0.0532
3.272727273,2.727272727,0.08573296209,0.049,0.044
3.333333333,2.727272727,0.08348242565,0.0684,0.0536
3.393939394,2.727272727,0.08437172449,0.0602,0.0516
3.454545455,2.727272727,0.08754532755,0.0662,0.0638
3.515151515,2.727272727,0.08547130497,0.0518,0.0498
3.575757576,2.727272727,0.08646765562,0.0564,0.0466
3.636363636,2.727272727,0.0887207387,0.0592,0.0546
3.696969697,2.727272727,0.08717735146,0.0544,0.0502
3.757575758,2.727272727,0.08942534077,0.057,0.0532
3.818181818,2.727272727,0.09032144013,0.0588,0.0532
3.878787879,2.727272727,0.09046344908,0.059,0.054
3.939393939,2.727272727,0.09122588915,0.0552,0.0488
4,2.727272727,0.09323536324,0.0608,0.059
4.060606061,2.727272727,0.09241822349,0.0618,0.054
4.121212121,2.727272727,0.09324301409,0.0608,0.0596
4.181818182,2.727272727,0.0943500527,0.0668,0.0628
4.242424242,2.727272727,0.09491972096,0.0576,0.0512
4.303030303,2.727272727,0.09437725924,0.0544,0.0508
4.363636364,2.727272727,0.0945674554,0.0666,0.0632
4.424242424,2.727272727,0.0946557041,0.0626,0.0582
4.484848485,2.727272727,0.09450896964,0.0572,0.0528
4.545454545,2.727272727,0.09495147848,0.0686,0.0614
4.606060606,2.727272727,0.09476182351,0.0646,0.0568
4.666666667,2.727272727,0.09467825236,0.0598,0.0554
4.727272727,2.727272727,0.09450698387,0.0612,0.0542
4.787878788,2.727272727,0.09456593991,0.065,0.0612
4.848484848,2.727272727,0.0948407674,0.0644,0.06
4.909090909,2.727272727,0.09440257293,0.0636,0.0582
4.96969697,2.727272727,0.09436365049,0.06,0.0578
5.03030303,2.727272727,0.09393623129,0.061,0.053
5.090909091,2.727272727,0.09394138866,0.0624,0.0566
5.151515152,2.727272727,0.09347802425,0.0592,0.056
5.212121212,2.727272727,0.09330556467,0.0632,0.0584
5.272727273,2.727272727,0.09302670076,0.0644,0.0556
5.333333333,2.727272727,0.09292573883,0.0696,0.0608
5.393939394,2.727272727,0.09260426633,0.058,0.0536
5.454545455,2.727272727,0.09243708629,0.0538,0.0506
5.515151515,2.727272727,0.09217561762,0.0582,0.0512
5.575757576,2.727272727,0.09180000659,0.0592,0.0516
5.636363636,2.727272727,0.09146021319,0.0544,0.0516
5.696969697,2.727272727,0.09094535441,0.0544,0.0508
5.757575758,2.727272727,0.0905848601,0.0596,0.0484
5.818181818,2.727272727,0.0901071673,0.053,0.0476
5.878787879,2.727272727,0.08966241032,0.0596,0.052
5.939393939,2.727272727,0.08916172781,0.059,0.0572
6,2.727272727,0.08878315474,0.0542,0.0518
0,2.787878788,0.09856602558,0.4014,0.5986
0.06060606061,2.787878788,0.09807581736,0.3618,0.6182
0.1212121212,2.787878788,0.0975388023,0.3614,0.5992
0.1818181818,2.787878788,0.0965209818,0.3612,0.5792
0.2424242424,2.787878788,0.09442275709,0.3618,0.559
0.303030303,2.787878788,0.09164860302,0.308,0.5378
0.3636363636,2.787878788,0.08715112218,0.245,0.4982
0.4242424242,2.787878788,0.08359653877,0.2242,0.4584
0.4848484848,2.787878788,0.07819681937,0.224,0.399
0.5454545455,2.787878788,0.07344645255,0.1852,0.3592
0.6060606061,2.787878788,0.0687839034,0.1842,0.32
0.6666666667,2.787878788,0.06234994507,0.1688,0.2972
0.7272727273,2.787878788,0.05233663751,0.0926,0.257
0.7878787879,2.787878788,0.04471861082,0.0686,0.163
0.8484848485,2.787878788,0.04037653267,0.0706,0.1416
0.9090909091,2.787878788,0.03334082021,0.049,0.084
0.9696969697,2.787878788,0.02967924516,0.0288,0.0452
1.03030303,2.787878788,0.02791818734,0.0102,0.0432
1.090909091,2.787878788,0.02824879957,0.0118,0.0436
1.151515152,2.787878788,0.02780957867,0.0146,0.0414
1.212121212,2.787878788,0.02835206798,0.0134,0.0454
1.272727273,2.787878788,0.02710017516,0.015,0.045
1.333333333,2.787878788,0.02454351801,0.0138,0.0118
1.393939394,2.787878788,0.02554459432,0.013,0.011
1.454545455,2.787878788,0.02863468333,0.0128,0.013
1.515151515,2.787878788,0.02620709603,0.0118,0.011
1.575757576,2.787878788,0.02793191999,0.0132,0.0122
1.636363636,2.787878788,0.0286648563,0.013,0.011
1.696969697,2.787878788,0.03089761673,0.0156,0.0108
1.757575758,2.787878788,0.02927601403,0.0136,0.0116
1.818181818,2.787878788,0.03050325593,0.0154,0.012
1.878787879,2.787878788,0.03380711064,0.0154,0.0136
1.939393939,2.787878788,0.03318606363,0.0146,0.0134
2,2.787878788,0.03540798459,0.0158,0.0142
2.060606061,2.787878788,0.03643816992,0.0158,0.0158
2.121212121,2.787878788,0.03469740943,0.0152,0.014
2.181818182,2.787878788,0.0348072841,0.0156,0.0138
2.242424242,2.787878788,0.04001381655,0.0182,0.0156
2.303030303,2.787878788,0.04466345834,0.0222,0.0214
2.363636364,2.787878788,0.04500656497,0.0218,0.0248
2.424242424,2.787878788,0.04789014853,0.0244,0.0236
2.484848485,2.787878788,0.0511303902,0.0336,0.0318
2.545454545,2.787878788,0.05616892856,0.0362,0.0374
2.606060606,2.787878788,0.05435390077,0.0344,0.0338
2.666666667,2.787878788,0.0571846796,0.0306,0.027
2.727272727,2.787878788,0.05914679782,0.0354,0.0322
2.787878788,2.787878788,0.05984983362,0.036,0.0302
2.848484848,2.787878788,0.06243520385,0.049,0.038
2.909090909,2.787878788,0.06269821031,0.0426,0.0312
2.96969697,2.787878788,0.06488477046,0.0354,0.0324
3.03030303,2.787878788,0.06684949042,0.0368,0.0326
3.090909091,2.787878788,0.06922086834,0.0474,0.0378
3.151515152,2.787878788,0.06800045441,0.0478,0.04
3.212121212,2.787878788,0.06970977761,0.0462,0.0396
3.272727273,2.787878788,0.07698516022,0.0558,0.0498
3.333333333,2.787878788,0.07561581915,0.0558,0.0508
3.393939394,2.787878788,0.07682650721,0.0564,0.0538
3.454545455,2.787878788,0.07915254468,0.0616,0.0488
3.515151515,2.787878788,0.07782770012,0.0528,0.0458
3.575757576,2.787878788,0.07896731054,0.0538,0.0518
3.636363636,2.787878788,0.08081846272,0.0514,0.045
3.696969697,2.787878788,0.08104765444,0.0524,0.0448
3.757575758,2.787878788,0.08295132007,0.051,0.0486
3.818181818,2.787878788,0.08358883421,0.0658,0.0528
3.878787879,2.787878788,0.08290493991,0.061,0.0564
3.939393939,2.787878788,0.08471543778,0.0512,0.0456
4,2.787878788,0.08497227486,0.053,0.0498
4.060606061,2.787878788,0.087021006,0.0552,0.0482
4.121212121,2.787878788,0.08767105031,0.0594,0.0524
4.181818182,2.787878788,0.08850682058,0.061,0.0558
4.242424242,2.787878788,0.08935520564,0.0544,0.05
4.303030303,2.787878788,0.0895293166,0.065,0.0592
4.363636364,2.787878788,0.08947788276,0.062,0.0558
4.424242424,2.787878788,0.08986800363,0.0662,0.0622
4.484848485,2.787878788,0.08985829091,0.0542,0.0518
4.545454545,2.787878788,0.09023971864,0.0598,0.0542
4.606060606,2.787878788,0.09009808462,0.059,0.053
4.666666667,2.787878788,0.09060827029,0.057,0.0508
4.727272727,2.787878788,0.08991329733,0.0706,0.0588
4.787878788,2.787878788,0.08993617171,0.0554,0.05
4.848484848,2.787878788,0.09000579321,0.058,0.0542
4.909090909,2.787878788,0.08980821072,0.0554,0.049
4.96969697,2.787878788,0.08999673272,0.0564,0.0516
5.03030303,2.787878788,0.08977669488,0.0594,0.0538
5.090909091,2.787878788,0.09003716563,0.0604,0.0538
5.151515152,2.787878788,0.08940801016,0.0564,0.0488
5.212121212,2.787878788,0.08992105456,0.0564,0.0556
5.272727273,2.787878788,0.08979570371,0.0578,0.0502
5.333333333,2.787878788,0.08998334342,0.0588,0.053
5.393939394,2.787878788,0.08988058267,0.0594,0.0554
5.454545455,2.787878788,0.08969361946,0.0534,0.0496
5.515151515,2.787878788,0.08967790966,0.0516,0.0492
5.575757576,2.787878788,0.08946237769,0.052,0.0494
5.636363636,2.787878788,0.08932460914,0.0574,0.0532
5.696969697,2.787878788,0.08920249287,0.0574,0.0522
5.757575758,2.787878788,0.08875948838,0.0556,0.0484
5.818181818,2.787878788,0.08828875511,0.0596,0.054
5.878787879,2.787878788,0.0878668821,0.0578,0.054
5.939393939,2.787878788,0.08749076759,0.057,0.05
6,2.787878788,0.08710452139,0.056,0.0518
0,2.848484848,0.09578782156,0.4012,0.5988
0.06060606061,2.848484848,0.09536494671,0.381,0.599
0.1212121212,2.848484848,0.09458506715,0.3618,0.5988
0.1818181818,2.848484848,0.09323779279,0.3614,0.579
0.2424242424,2.848484848,0.09142975348,0.3422,0.5586
0.303030303,2.848484848,0.08782504571,0.283,0.5386
0.3636363636,2.848484848,0.08483379545,0.2432,0.4984
0.4242424242,2.848484848,0.08149882873,0.2244,0.4776
0.4848484848,2.848484848,0.07601026173,0.224,0.4192
0.5454545455,2.848484848,0.06977199222,0.1834,0.3402
0.6060606061,2.848484848,0.06564405735,0.1826,0.3018
0.6666666667,2.848484848,0.06126631051,0.1834,0.3008
0.7272727273,2.848484848,0.05058165224,0.0904,0.2768
0.7878787879,2.848484848,0.04143561999,0.0678,0.1438
0.8484848485,2.848484848,0.03623737076,0.068,0.123
0.9090909091,2.848484848,0.03002445201,0.047,0.0816
0.9696969697,2.848484848,0.02705987957,0.0462,0.0456
1.03030303,2.848484848,0.02466807952,0.0094,0.0416
1.090909091,2.848484848,0.02524712206,0.0098,0.0434
1.151515152,2.848484848,0.02376549189,0.0116,0.0414
1.212121212,2.848484848,0.02481004306,0.0118,0.0422
1.272727273,2.848484848,0.02387736434,0.0136,0.0418
1.333333333,2.848484848,0.02063309876,0.0104,0.0256
1.393939394,2.848484848,0.02055595221,0.0092,0.0088
1.454545455,2.848484848,0.02294818116,0.0104,0.0092
1.515151515,2.848484848,0.02102546592,0.0098,0.008
1.575757576,2.848484848,0.02248881829,0.0112,0.0098
1.636363636,2.848484848,0.02377241871,0.011,0.0086
1.696969697,2.848484848,0.0259862937,0.014,0.0086
1.757575758,2.848484848,0.02372247112,0.0118,0.0088
1.818181818,2.848484848,0.02530903959,0.0122,0.0102
1.878787879,2.848484848,0.02872556336,0.0134,0.0112
1.939393939,2.848484848,0.02825467729,0.0132,0.0116
2,2.848484848,0.02983943648,0.014,0.0116
2.060606061,2.848484848,0.03093595178,0.015,0.0126
2.121212121,2.848484848,0.02954279347,0.0144,0.0116
2.181818182,2.848484848,0.02944014976,0.014,0.012
2.242424242,2.848484848,0.0342478439,0.016,0.0142
2.303030303,2.848484848,0.03527417054,0.0174,0.0144
2.363636364,2.848484848,0.03412357075,0.0146,0.0142
2.424242424,2.848484848,0.0366035126,0.0172,0.0146
2.484848485,2.848484848,0.0424254624,0.0206,0.0196
2.545454545,2.848484848,0.04499006549,0.0278,0.0254
2.606060606,2.848484848,0.04565901379,0.0328,0.0296
2.666666667,2.848484848,0.0482701682,0.0324,0.0384
2.727272727,2.848484848,0.0520712794,0.0318,0.0328
2.787878788,2.848484848,0.0551032223,0.0308,0.0292
2.848484848,2.848484848,0.05374862299,0.0298,0.0258
2.909090909,2.848484848,0.05503989812,0.0356,0.0302
2.96969697,2.848484848,0.05649841602,0.036,0.0334
3.03030303,2.848484848,0.05692610495,0.0342,0.0276
3.090909091,2.848484848,0.06011160907,0.0352,0.0306
3.151515152,2.848484848,0.05952478424,0.034,0.0292
3.212121212,2.848484848,0.06056212249,0.0348,0.0292
3.272727273,2.848484848,0.06621603161,0.0444,0.0384
3.333333333,2.848484848,0.06483299292,0.04,0.0336
3.393939394,2.848484848,0.06684421593,0.0416,0.0322
3.454545455,2.848484848,0.07044447293,0.0488,0.0394
3.515151515,2.848484848,0.07101053326,0.0474,0.0386
3.575757576,2.848484848,0.0721688438,0.051,0.0426
3.636363636,2.848484848,0.07306453253,0.0532,0.0446
3.696969697,2.848484848,0.07443158868,0.059,0.0486
3.757575758,2.848484848,0.07650906568,0.0452,0.0404
3.818181818,2.848484848,0.07956573596,0.059,0.0488
3.878787879,2.848484848,0.07687053421,0.0434,0.0384
3.939393939,2.848484848,0.07816511639,0.051,0.0432
4,2.848484848,0.07856147051,0.0448,0.043
4.060606061,2.848484848,0.07923094482,0.0528,0.0484
4.121212121,2.848484848,0.07934523847,0.055,0.0466
4.181818182,2.848484848,0.08161134146,0.0484,0.0448
4.242424242,2.848484848,0.08287728344,0.055,0.0442
4.303030303,2.848484848,0.08354838299,0.0552,0.048
4.363636364,2.848484848,0.08333955168,0.06,0.058
4.424242424,2.848484848,0.08480387757,0.065,0.061
4.484848485,2.848484848,0.08518983721,0.057,0.0572
4.545454545,2.848484848,0.08541713967,0.056,0.0552
4.606060606,2.848484848,0.0855696973,0.0638,0.0634
4.666666667,2.848484848,0.08644873725,0.0632,0.0556
4.727272727,2.848484848,0.085475582,0.0668,0.0642
4.787878788,2.848484848,0.08513578068,0.0524,0.046
4.848484848,2.848484848,0.08570722743,0.0522,0.0448
4.909090909,2.848484848,0.08588812983,0.0606,0.0538
4.96969697,2.848484848,0.0858971395,0.0518,0.0472
5.03030303,2.848484848,0.08587332584,0.0552,0.05
5.090909091,2.848484848,0.08610750346,0.0594,0.0542
5.151515152,2.848484848,0.08587471223,0.0572,0.0552
5.212121212,2.848484848,0.08571845805,0.0602,0.0542
5.272727273,2.848484848,0.0859857833,0.053,0.0482
5.333333333,2.848484848,0.08601469633,0.0488,0.0444
5.393939394,2.848484848,0.08602281551,0.0548,0.0464
5.454545455,2.848484848,0.08613737376,0.0542,0.0502
5.515151515,2.848484848,0.08645315019,0.0518,0.046
5.575757576,2.848484848,0.08652313009,0.0562,0.0488
5.636363636,2.848484848,0.08638569835,0.0652,0.0568
5.696969697,2.848484848,0.08653026293,0.0494,0.0456
5.757575758,2.848484848,0.0863006434,0.058,0.0512
5.818181818,2.848484848,0.08618400239,0.054,0.0534
5.878787879,2.848484848,0.08578824615,0.0582,0.052
5.939393939,2.848484848,0.0855365488,0.0518,0.0476
6,2.848484848,0.08525087282,0.0502,0.0466
0,2.909090909,0.09340959494,0.4006,0.5994
0.06060606061,2.909090909,0.09300142585,0.3604,0.5998
0.1212121212,2.909090909,0.09203782969,0.3814,0.599
0.1818181818,2.909090909,0.09078079,0.358,0.5792
0.2424242424,2.909090909,0.08820658087,0.3148,0.5386
0.303030303,2.909090909,0.08487098948,0.2832,0.518
0.3636363636,2.909090909,0.0826573473,0.2424,0.4992
0.4242424242,2.909090909,0.07904806968,0.2236,0.478
0.4848484848,2.909090909,0.07324884408,0.2236,0.4192
0.5454545455,2.909090909,0.06731404092,0.1822,0.3404
0.6060606061,2.909090909,0.06392880874,0.1816,0.3018
0.6666666667,2.909090909,0.05952721788,0.181,0.3018
